"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"24","Maryland","24021750505","Frederick County, MD - 24021750505","2020","20.3%","","(17.5% - 23.2%)","17.5%","23.2%",
"24","Maryland","24021750506","Frederick County, MD - 24021750506","2020","11.5%","","(10.0% - 13.3%)","10.0%","13.3%",
"24","Maryland","24021750600","Frederick County, MD - 24021750600","2020","7.2%","","(5.5% - 9.6%)","5.5%","9.6%",
"24","Maryland","24021750701","Frederick County, MD - 24021750701","2020","11.0%","","(9.2% - 13.0%)","9.2%","13.0%",
"24","Maryland","24021750702","Frederick County, MD - 24021750702","2020","13.8%","","(11.7% - 16.0%)","11.7%","16.0%",
"24","Maryland","24021750801","Frederick County, MD - 24021750801","2020","10.3%","","(8.3% - 12.3%)","8.3%","12.3%",
"24","Maryland","24021750802","Frederick County, MD - 24021750802","2020","7.3%","","(6.1% - 8.7%)","6.1%","8.7%",
"24","Maryland","24021750803","Frederick County, MD - 24021750803","2020","8.8%","","(7.4% - 10.4%)","7.4%","10.4%",
"24","Maryland","24021751001","Frederick County, MD - 24021751001","2020","10.1%","","(8.4% - 12.2%)","8.4%","12.2%",
"24","Maryland","24021751002","Frederick County, MD - 24021751002","2020","9.7%","","(8.4% - 11.4%)","8.4%","11.4%",
"24","Maryland","24021751003","Frederick County, MD - 24021751003","2020","12.5%","","(10.8% - 14.3%)","10.8%","14.3%",
"24","Maryland","24021751004","Frederick County, MD - 24021751004","2020","9.1%","","(7.5% - 10.8%)","7.5%","10.8%",
"24","Maryland","24021751201","Frederick County, MD - 24021751201","2020","7.6%","","(6.4% - 8.9%)","6.4%","8.9%",
"24","Maryland","24021751202","Frederick County, MD - 24021751202","2020","7.7%","","(6.4% - 9.1%)","6.4%","9.1%",
"24","Maryland","24021751203","Frederick County, MD - 24021751203","2020","7.9%","","(6.0% - 10.2%)","6.0%","10.2%",
"24","Maryland","24021751301","Frederick County, MD - 24021751301","2020","8.5%","","(6.8% - 10.4%)","6.8%","10.4%",
"24","Maryland","24021751302","Frederick County, MD - 24021751302","2020","9.3%","","(7.8% - 10.9%)","7.8%","10.9%",
"24","Maryland","24021751600","Frederick County, MD - 24021751600","2020","9.9%","","(8.6% - 11.3%)","8.6%","11.3%",
"24","Maryland","24021751701","Frederick County, MD - 24021751701","2020","8.6%","","(7.1% - 10.3%)","7.1%","10.3%",
"24","Maryland","24021751702","Frederick County, MD - 24021751702","2020","9.3%","","(8.3% - 10.3%)","8.3%","10.3%",
"24","Maryland","24021751801","Frederick County, MD - 24021751801","2020","7.3%","","(5.9% - 9.3%)","5.9%","9.3%",
"24","Maryland","24021751802","Frederick County, MD - 24021751802","2020","7.5%","","(5.9% - 9.4%)","5.9%","9.4%",
"24","Maryland","24021751901","Frederick County, MD - 24021751901","2020","7.2%","","(5.7% - 9.1%)","5.7%","9.1%",
"24","Maryland","24021751902","Frederick County, MD - 24021751902","2020","7.1%","","(5.6% - 8.8%)","5.6%","8.8%",
"24","Maryland","24021751903","Frederick County, MD - 24021751903","2020","6.9%","","(5.8% - 8.3%)","5.8%","8.3%",
"24","Maryland","24021751904","Frederick County, MD - 24021751904","2020","7.3%","","(6.0% - 8.8%)","6.0%","8.8%",
"24","Maryland","24021752001","Frederick County, MD - 24021752001","2020","8.4%","","(6.6% - 10.4%)","6.6%","10.4%",
"24","Maryland","24021752101","Frederick County, MD - 24021752101","2020","6.8%","","(5.5% - 8.4%)","5.5%","8.4%",
"24","Maryland","24021752102","Frederick County, MD - 24021752102","2020","7.9%","","(6.6% - 9.6%)","6.6%","9.6%",
"24","Maryland","24021752201","Frederick County, MD - 24021752201","2020","7.8%","","(6.7% - 9.0%)","6.7%","9.0%",
"24","Maryland","24021752202","Frederick County, MD - 24021752202","2020","8.1%","","(6.9% - 9.5%)","6.9%","9.5%",
"24","Maryland","24021752204","Frederick County, MD - 24021752204","2020","7.7%","","(6.4% - 9.2%)","6.4%","9.2%",
"24","Maryland","24021752301","Frederick County, MD - 24021752301","2020","9.4%","","(7.9% - 11.0%)","7.9%","11.0%",
"24","Maryland","24021752302","Frederick County, MD - 24021752302","2020","7.6%","","(6.3% - 9.3%)","6.3%","9.3%",
"24","Maryland","24021752303","Frederick County, MD - 24021752303","2020","8.6%","","(7.4% - 10.0%)","7.4%","10.0%",
"24","Maryland","24021752501","Frederick County, MD - 24021752501","2020","8.2%","","(7.0% - 9.6%)","7.0%","9.6%",
"24","Maryland","24021752502","Frederick County, MD - 24021752502","2020","8.0%","","(6.6% - 9.6%)","6.6%","9.6%",
"24","Maryland","24021752601","Frederick County, MD - 24021752601","2020","6.8%","","(5.3% - 8.8%)","5.3%","8.8%",
"24","Maryland","24021752602","Frederick County, MD - 24021752602","2020","7.3%","","(6.0% - 8.7%)","6.0%","8.7%",
"24","Maryland","24021752603","Frederick County, MD - 24021752603","2020","6.6%","","(5.4% - 8.2%)","5.4%","8.2%",
"24","Maryland","24021752801","Frederick County, MD - 24021752801","2020","8.2%","","(7.0% - 9.5%)","7.0%","9.5%",
"24","Maryland","24021752802","Frederick County, MD - 24021752802","2020","8.0%","","(6.4% - 9.9%)","6.4%","9.9%",
"24","Maryland","24021752900","Frederick County, MD - 24021752900","2020","10.3%","","(8.9% - 11.8%)","8.9%","11.8%",
"24","Maryland","24021753001","Frederick County, MD - 24021753001","2020","9.6%","","(7.4% - 11.7%)","7.4%","11.7%",
"24","Maryland","24021753002","Frederick County, MD - 24021753002","2020","10.1%","","(8.1% - 12.2%)","8.1%","12.2%",
"24","Maryland","24021765100","Frederick County, MD - 24021765100","2020","11.9%","","(10.1% - 14.0%)","10.1%","14.0%",
"24","Maryland","24021766800","Frederick County, MD - 24021766800","2020","10.4%","","(8.4% - 13.2%)","8.4%","13.2%",
"24","Maryland","24021767500","Frederick County, MD - 24021767500","2020","10.5%","","(9.2% - 11.8%)","9.2%","11.8%",
"24","Maryland","24021767600","Frederick County, MD - 24021767600","2020","9.6%","","(8.2% - 11.2%)","8.2%","11.2%",
"24","Maryland","24021770700","Frederick County, MD - 24021770700","2020","7.8%","","(6.6% - 9.2%)","6.6%","9.2%",
"24","Maryland","24021772200","Frederick County, MD - 24021772200","2020","10.6%","","(8.8% - 12.7%)","8.8%","12.7%",
"24","Maryland","24021773500","Frederick County, MD - 24021773500","2020","9.7%","","(8.0% - 11.6%)","8.0%","11.6%",
"24","Maryland","24021775302","Frederick County, MD - 24021775302","2020","8.2%","","(6.9% - 9.7%)","6.9%","9.7%",
"24","Maryland","24021775400","Frederick County, MD - 24021775400","2020","11.0%","","(9.1% - 13.1%)","9.1%","13.1%",
"24","Maryland","24021775600","Frederick County, MD - 24021775600","2020","6.8%","","(5.6% - 8.3%)","5.6%","8.3%",
"24","Maryland","24023000100","Garrett County, MD - 24023000100","2020","10.0%","","(8.5% - 11.8%)","8.5%","11.8%",
"24","Maryland","24023000200","Garrett County, MD - 24023000200","2020","12.3%","","(10.1% - 14.8%)","10.1%","14.8%",
"24","Maryland","24023000300","Garrett County, MD - 24023000300","2020","10.2%","","(9.0% - 11.5%)","9.0%","11.5%",
"24","Maryland","24023000400","Garrett County, MD - 24023000400","2020","12.0%","","(10.7% - 13.2%)","10.7%","13.2%",
"24","Maryland","24023000500","Garrett County, MD - 24023000500","2020","8.3%","","(7.4% - 9.3%)","7.4%","9.3%",
"24","Maryland","24023000600","Garrett County, MD - 24023000600","2020","10.9%","","(8.7% - 13.2%)","8.7%","13.2%",
"24","Maryland","24023000700","Garrett County, MD - 24023000700","2020","11.4%","","(9.1% - 13.8%)","9.1%","13.8%",
"24","Maryland","24025301102","Harford County, MD - 24025301102","2020","7.6%","","(6.2% - 9.3%)","6.2%","9.3%",
"24","Maryland","24025301105","Harford County, MD - 24025301105","2020","8.6%","","(6.9% - 10.6%)","6.9%","10.6%",
"24","Maryland","24025301106","Harford County, MD - 24025301106","2020","6.9%","","(5.5% - 8.7%)","5.5%","8.7%",
"24","Maryland","24025301107","Harford County, MD - 24025301107","2020","11.4%","","(9.3% - 13.7%)","9.3%","13.7%",
"24","Maryland","24025301108","Harford County, MD - 24025301108","2020","7.7%","","(5.9% - 9.7%)","5.9%","9.7%",
"24","Maryland","24025301201","Harford County, MD - 24025301201","2020","8.9%","","(7.2% - 10.8%)","7.2%","10.8%",
"24","Maryland","24025301202","Harford County, MD - 24025301202","2020","8.5%","","(7.3% - 9.8%)","7.3%","9.8%",
"24","Maryland","24025301204","Harford County, MD - 24025301204","2020","9.2%","","(7.2% - 11.5%)","7.2%","11.5%",
"24","Maryland","24025301205","Harford County, MD - 24025301205","2020","9.3%","","(7.5% - 11.5%)","7.5%","11.5%",
"24","Maryland","24025301301","Harford County, MD - 24025301301","2020","10.5%","","(9.1% - 12.1%)","9.1%","12.1%",
"24","Maryland","24025301302","Harford County, MD - 24025301302","2020","13.3%","","(11.4% - 15.3%)","11.4%","15.3%",
"24","Maryland","24025301401","Harford County, MD - 24025301401","2020","8.9%","","(7.4% - 10.7%)","7.4%","10.7%",
"24","Maryland","24025301402","Harford County, MD - 24025301402","2020","9.1%","","(7.2% - 11.0%)","7.2%","11.0%",
"24","Maryland","24025301601","Harford County, MD - 24025301601","2020","14.2%","","(12.2% - 16.2%)","12.2%","16.2%",
"24","Maryland","24025301602","Harford County, MD - 24025301602","2020","11.3%","","(9.8% - 12.9%)","9.8%","12.9%",
"24","Maryland","24025301702","Harford County, MD - 24025301702","2020","10.0%","","(9.1% - 11.1%)","9.1%","11.1%",
"24","Maryland","24025301703","Harford County, MD - 24025301703","2020","9.5%","","(7.8% - 11.3%)","7.8%","11.3%",
"24","Maryland","24025301704","Harford County, MD - 24025301704","2020","10.0%","","(8.6% - 11.8%)","8.6%","11.8%",
"24","Maryland","24025302100","Harford County, MD - 24025302100","2020","7.0%","","(5.8% - 8.5%)","5.8%","8.5%",
"24","Maryland","24025302200","Harford County, MD - 24025302200","2020","8.9%","","(7.5% - 10.5%)","7.5%","10.5%",
"24","Maryland","24025302400","Harford County, MD - 24025302400","2020","10.9%","","(9.2% - 12.9%)","9.2%","12.9%",
"24","Maryland","24025302801","Harford County, MD - 24025302801","2020","10.2%","","(8.9% - 11.8%)","8.9%","11.8%",
"24","Maryland","24025302802","Harford County, MD - 24025302802","2020","12.9%","","(11.3% - 14.6%)","11.3%","14.6%",
"24","Maryland","24025302901","Harford County, MD - 24025302901","2020","16.4%","","(14.1% - 18.9%)","14.1%","18.9%",
"24","Maryland","24025302902","Harford County, MD - 24025302902","2020","12.4%","","(10.7% - 14.4%)","10.7%","14.4%",
"24","Maryland","24025303101","Harford County, MD - 24025303101","2020","8.1%","","(6.3% - 10.0%)","6.3%","10.0%",
"24","Maryland","24025303102","Harford County, MD - 24025303102","2020","6.5%","","(5.4% - 7.7%)","5.4%","7.7%",
"24","Maryland","24025303201","Harford County, MD - 24025303201","2020","7.4%","","(5.9% - 9.5%)","5.9%","9.5%",
"24","Maryland","24025303203","Harford County, MD - 24025303203","2020","9.1%","","(6.9% - 11.3%)","6.9%","11.3%",
"24","Maryland","24025303204","Harford County, MD - 24025303204","2020","7.8%","","(6.2% - 9.9%)","6.2%","9.9%",
"24","Maryland","24025303205","Harford County, MD - 24025303205","2020","6.7%","","(5.0% - 8.7%)","5.0%","8.7%",
"24","Maryland","24025303206","Harford County, MD - 24025303206","2020","7.3%","","(6.0% - 8.8%)","6.0%","8.8%",
"24","Maryland","24025303300","Harford County, MD - 24025303300","2020","7.7%","","(5.9% - 9.7%)","5.9%","9.7%",
"24","Maryland","24025303400","Harford County, MD - 24025303400","2020","7.7%","","(6.6% - 9.0%)","6.6%","9.0%",
"24","Maryland","24025303501","Harford County, MD - 24025303501","2020","8.3%","","(6.8% - 10.1%)","6.8%","10.1%",
"24","Maryland","24025303502","Harford County, MD - 24025303502","2020","7.3%","","(5.8% - 9.0%)","5.8%","9.0%",
"24","Maryland","24025303602","Harford County, MD - 24025303602","2020","6.3%","","(5.0% - 8.0%)","5.0%","8.0%",
"24","Maryland","24025303603","Harford County, MD - 24025303603","2020","7.6%","","(5.9% - 9.6%)","5.9%","9.6%",
"24","Maryland","24025303605","Harford County, MD - 24025303605","2020","9.6%","","(8.3% - 11.1%)","8.3%","11.1%",
"24","Maryland","24025303606","Harford County, MD - 24025303606","2020","6.9%","","(5.4% - 8.8%)","5.4%","8.8%",
"24","Maryland","24025303700","Harford County, MD - 24025303700","2020","8.8%","","(7.5% - 10.3%)","7.5%","10.3%",
"24","Maryland","24025303801","Harford County, MD - 24025303801","2020","9.5%","","(7.7% - 11.7%)","7.7%","11.7%",
"24","Maryland","24025303802","Harford County, MD - 24025303802","2020","9.8%","","(7.7% - 12.2%)","7.7%","12.2%",
"24","Maryland","24025303803","Harford County, MD - 24025303803","2020","8.5%","","(6.8% - 10.5%)","6.8%","10.5%",
"24","Maryland","24025303900","Harford County, MD - 24025303900","2020","7.6%","","(6.1% - 9.4%)","6.1%","9.4%",
"24","Maryland","24025304101","Harford County, MD - 24025304101","2020","8.0%","","(6.6% - 9.6%)","6.6%","9.6%",
"24","Maryland","24025304102","Harford County, MD - 24025304102","2020","8.3%","","(7.2% - 9.7%)","7.2%","9.7%",
"24","Maryland","24025304201","Harford County, MD - 24025304201","2020","6.9%","","(5.8% - 8.1%)","5.8%","8.1%",
"24","Maryland","24025304202","Harford County, MD - 24025304202","2020","7.5%","","(6.2% - 8.9%)","6.2%","8.9%",
"24","Maryland","24025305100","Harford County, MD - 24025305100","2020","9.9%","","(8.7% - 11.2%)","8.7%","11.2%",
"24","Maryland","24025305200","Harford County, MD - 24025305200","2020","12.2%","","(10.5% - 14.1%)","10.5%","14.1%",
"24","Maryland","24025305300","Harford County, MD - 24025305300","2020","8.7%","","(7.2% - 10.4%)","7.2%","10.4%",
"24","Maryland","24025306100","Harford County, MD - 24025306100","2020","12.5%","","(10.6% - 14.7%)","10.6%","14.7%",
"24","Maryland","24025306200","Harford County, MD - 24025306200","2020","10.4%","","(8.4% - 12.6%)","8.4%","12.6%",
"24","Maryland","24025306300","Harford County, MD - 24025306300","2020","7.8%","","(6.4% - 9.7%)","6.4%","9.7%",
"24","Maryland","24025306400","Harford County, MD - 24025306400","2020","8.0%","","(6.5% - 9.7%)","6.5%","9.7%",
"24","Maryland","24025306500","Harford County, MD - 24025306500","2020","12.7%","","(10.2% - 15.6%)","10.2%","15.6%",
"24","Maryland","24027601103","Howard County, MD - 24027601103","2020","6.9%","","(5.7% - 8.3%)","5.7%","8.3%",
"24","Maryland","24027601104","Howard County, MD - 24027601104","2020","5.9%","","(4.9% - 7.3%)","4.9%","7.3%",
"24","Maryland","24027601105","Howard County, MD - 24027601105","2020","6.5%","","(5.4% - 8.0%)","5.4%","8.0%",
"24","Maryland","24027601107","Howard County, MD - 24027601107","2020","11.8%","","(9.7% - 14.0%)","9.7%","14.0%",
"24","Maryland","24027601108","Howard County, MD - 24027601108","2020","7.4%","","(6.2% - 8.9%)","6.2%","8.9%",
"24","Maryland","24027601201","Howard County, MD - 24027601201","2020","8.8%","","(7.4% - 10.3%)","7.4%","10.3%",
"24","Maryland","24027601203","Howard County, MD - 24027601203","2020","10.1%","","(8.4% - 12.4%)","8.4%","12.4%",
"24","Maryland","24027601204","Howard County, MD - 24027601204","2020","10.0%","","(8.4% - 11.7%)","8.4%","11.7%",
"24","Maryland","24027602100","Howard County, MD - 24027602100","2020","5.4%","","(4.6% - 6.4%)","4.6%","6.4%",
"24","Maryland","24027602201","Howard County, MD - 24027602201","2020","6.2%","","(4.9% - 7.7%)","4.9%","7.7%",
"24","Maryland","24027602202","Howard County, MD - 24027602202","2020","6.7%","","(5.4% - 8.2%)","5.4%","8.2%",
"24","Maryland","24027602302","Howard County, MD - 24027602302","2020","7.3%","","(6.3% - 8.5%)","6.3%","8.5%",
"24","Maryland","24027602303","Howard County, MD - 24027602303","2020","5.2%","","(4.2% - 6.5%)","4.2%","6.5%",
"24","Maryland","24027602304","Howard County, MD - 24027602304","2020","5.5%","","(4.4% - 7.1%)","4.4%","7.1%",
"24","Maryland","24027602305","Howard County, MD - 24027602305","2020","5.3%","","(4.3% - 6.5%)","4.3%","6.5%",
"24","Maryland","24027602306","Howard County, MD - 24027602306","2020","6.6%","","(5.3% - 8.3%)","5.3%","8.3%",
"24","Maryland","24027602600","Howard County, MD - 24027602600","2020","9.5%","","(8.1% - 11.2%)","8.1%","11.2%",
"24","Maryland","24027602700","Howard County, MD - 24027602700","2020","5.6%","","(4.5% - 7.2%)","4.5%","7.2%",
"24","Maryland","24027602800","Howard County, MD - 24027602800","2020","7.9%","","(6.6% - 9.6%)","6.6%","9.6%",
"24","Maryland","24027602900","Howard County, MD - 24027602900","2020","8.2%","","(6.9% - 9.9%)","6.9%","9.9%",
"24","Maryland","24027603001","Howard County, MD - 24027603001","2020","6.7%","","(5.6% - 7.9%)","5.6%","7.9%",
"24","Maryland","24027603003","Howard County, MD - 24027603003","2020","5.7%","","(5.0% - 6.6%)","5.0%","6.6%",
"24","Maryland","24027603004","Howard County, MD - 24027603004","2020","5.8%","","(4.8% - 7.0%)","4.8%","7.0%",
"24","Maryland","24027604001","Howard County, MD - 24027604001","2020","7.1%","","(6.0% - 8.4%)","6.0%","8.4%",
"24","Maryland","24027604002","Howard County, MD - 24027604002","2020","6.6%","","(5.7% - 7.7%)","5.7%","7.7%",
"24","Maryland","24027605102","Howard County, MD - 24027605102","2020","5.5%","","(5.0% - 6.1%)","5.0%","6.1%",
"24","Maryland","24027605103","Howard County, MD - 24027605103","2020","5.5%","","(4.7% - 6.4%)","4.7%","6.4%",
"24","Maryland","24027605104","Howard County, MD - 24027605104","2020","5.8%","","(5.1% - 6.6%)","5.1%","6.6%",
"24","Maryland","24027605401","Howard County, MD - 24027605401","2020","8.0%","","(6.8% - 9.3%)","6.8%","9.3%",
"24","Maryland","24027605402","Howard County, MD - 24027605402","2020","8.2%","","(7.0% - 9.7%)","7.0%","9.7%",
"24","Maryland","24027605502","Howard County, MD - 24027605502","2020","6.2%","","(5.3% - 7.4%)","5.3%","7.4%",
"24","Maryland","24027605503","Howard County, MD - 24027605503","2020","11.0%","","(9.4% - 12.8%)","9.4%","12.8%",
"24","Maryland","24027605504","Howard County, MD - 24027605504","2020","5.4%","","(4.6% - 6.6%)","4.6%","6.6%",
"24","Maryland","24027605505","Howard County, MD - 24027605505","2020","5.5%","","(4.7% - 6.7%)","4.7%","6.7%",
"24","Maryland","24027605601","Howard County, MD - 24027605601","2020","8.1%","","(6.7% - 9.7%)","6.7%","9.7%",
"24","Maryland","24027605602","Howard County, MD - 24027605602","2020","8.0%","","(6.6% - 9.7%)","6.6%","9.7%",
"24","Maryland","24027606601","Howard County, MD - 24027606601","2020","7.0%","","(5.8% - 8.5%)","5.8%","8.5%",
"24","Maryland","24027606603","Howard County, MD - 24027606603","2020","10.2%","","(8.8% - 11.9%)","8.8%","11.9%",
"24","Maryland","24027606604","Howard County, MD - 24027606604","2020","8.1%","","(7.1% - 9.2%)","7.1%","9.2%",
"24","Maryland","24027606606","Howard County, MD - 24027606606","2020","10.4%","","(8.8% - 12.2%)","8.8%","12.2%",
"24","Maryland","24027606607","Howard County, MD - 24027606607","2020","9.1%","","(7.5% - 10.7%)","7.5%","10.7%",
"24","Maryland","24027606701","Howard County, MD - 24027606701","2020","5.8%","","(4.7% - 7.1%)","4.7%","7.1%",
"24","Maryland","24027606704","Howard County, MD - 24027606704","2020","10.2%","","(8.5% - 12.0%)","8.5%","12.0%",
"24","Maryland","24027606705","Howard County, MD - 24027606705","2020","7.2%","","(6.0% - 8.7%)","6.0%","8.7%",
"24","Maryland","24027606706","Howard County, MD - 24027606706","2020","6.8%","","(6.0% - 7.9%)","6.0%","7.9%",
"24","Maryland","24027606707","Howard County, MD - 24027606707","2020","10.7%","","(9.2% - 12.5%)","9.2%","12.5%",
"24","Maryland","24027606803","Howard County, MD - 24027606803","2020","6.8%","","(5.8% - 8.1%)","5.8%","8.1%",
"24","Maryland","24027606804","Howard County, MD - 24027606804","2020","6.6%","","(5.6% - 7.7%)","5.6%","7.7%",
"24","Maryland","24027606805","Howard County, MD - 24027606805","2020","6.3%","","(5.2% - 7.9%)","5.2%","7.9%",
"24","Maryland","24027606806","Howard County, MD - 24027606806","2020","6.8%","","(5.6% - 8.3%)","5.6%","8.3%",
"24","Maryland","24027606901","Howard County, MD - 24027606901","2020","10.5%","","(8.8% - 12.3%)","8.8%","12.3%",
"24","Maryland","24027606904","Howard County, MD - 24027606904","2020","9.3%","","(8.1% - 10.8%)","8.1%","10.8%",
"24","Maryland","24027606905","Howard County, MD - 24027606905","2020","8.7%","","(7.8% - 9.6%)","7.8%","9.6%",
"24","Maryland","24027606906","Howard County, MD - 24027606906","2020","10.6%","","(9.2% - 12.2%)","9.2%","12.2%",
"24","Maryland","24027606907","Howard County, MD - 24027606907","2020","11.4%","","(9.6% - 13.4%)","9.6%","13.4%",
"24","Maryland","24029950100","Kent County, MD - 24029950100","2020","11.4%","","(10.0% - 13.1%)","10.0%","13.1%",
"24","Maryland","24029950200","Kent County, MD - 24029950200","2020","10.3%","","(9.2% - 11.5%)","9.2%","11.5%",
"24","Maryland","24029950300","Kent County, MD - 24029950300","2020","10.5%","","(8.2% - 13.8%)","8.2%","13.8%",
"24","Maryland","24029950400","Kent County, MD - 24029950400","2020","9.6%","","(7.8% - 11.5%)","7.8%","11.5%",
"24","Maryland","24029950500","Kent County, MD - 24029950500","2020","11.2%","","(8.9% - 14.2%)","8.9%","14.2%",
"24","Maryland","24029990000","Kent County, MD - 24029990000","2020","Low Population","","","","",
"24","Maryland","24031700101","Montgomery County, MD - 24031700101","2020","7.8%","","(6.4% - 9.7%)","6.4%","9.7%",
"24","Maryland","24031700103","Montgomery County, MD - 24031700103","2020","8.2%","","(7.2% - 9.4%)","7.2%","9.4%",
"24","Maryland","24031700104","Montgomery County, MD - 24031700104","2020","11.5%","","(9.9% - 13.2%)","9.9%","13.2%",
"24","Maryland","24031700105","Montgomery County, MD - 24031700105","2020","11.6%","","(10.5% - 12.9%)","10.5%","12.9%",
"24","Maryland","24031700204","Montgomery County, MD - 24031700204","2020","10.5%","","(8.9% - 12.5%)","8.9%","12.5%",
"24","Maryland","24031700205","Montgomery County, MD - 24031700205","2020","8.4%","","(7.3% - 9.8%)","7.3%","9.8%",
"24","Maryland","24031700206","Montgomery County, MD - 24031700206","2020","9.1%","","(7.5% - 10.9%)","7.5%","10.9%",
"24","Maryland","24031700207","Montgomery County, MD - 24031700207","2020","11.6%","","(9.9% - 13.4%)","9.9%","13.4%",
"24","Maryland","24031700208","Montgomery County, MD - 24031700208","2020","11.5%","","(9.7% - 13.6%)","9.7%","13.6%",
"24","Maryland","24031700304","Montgomery County, MD - 24031700304","2020","9.3%","","(8.2% - 10.4%)","8.2%","10.4%",
"24","Maryland","24031700306","Montgomery County, MD - 24031700306","2020","10.7%","","(9.2% - 12.5%)","9.2%","12.5%",
"24","Maryland","24031700308","Montgomery County, MD - 24031700308","2020","10.0%","","(8.7% - 11.6%)","8.7%","11.6%",
"24","Maryland","24031700309","Montgomery County, MD - 24031700309","2020","13.5%","","(11.6% - 15.5%)","11.6%","15.5%",
"24","Maryland","24031700310","Montgomery County, MD - 24031700310","2020","12.5%","","(10.7% - 14.7%)","10.7%","14.7%",
"24","Maryland","24031700311","Montgomery County, MD - 24031700311","2020","8.7%","","(7.5% - 10.2%)","7.5%","10.2%",
"24","Maryland","24031700312","Montgomery County, MD - 24031700312","2020","10.9%","","(9.4% - 12.6%)","9.4%","12.6%",
"24","Maryland","24031700400","Montgomery County, MD - 24031700400","2020","8.6%","","(7.5% - 9.8%)","7.5%","9.8%",
"24","Maryland","24031700500","Montgomery County, MD - 24031700500","2020","8.4%","","(6.7% - 10.3%)","6.7%","10.3%",
"24","Maryland","24031700604","Montgomery County, MD - 24031700604","2020","6.7%","","(5.6% - 8.2%)","5.6%","8.2%",
"24","Maryland","24031700606","Montgomery County, MD - 24031700606","2020","6.6%","","(5.3% - 8.2%)","5.3%","8.2%",
"24","Maryland","24031700607","Montgomery County, MD - 24031700607","2020","6.6%","","(5.7% - 7.7%)","5.7%","7.7%",
"24","Maryland","24031700608","Montgomery County, MD - 24031700608","2020","6.7%","","(5.7% - 8.1%)","5.7%","8.1%",
"24","Maryland","24031700610","Montgomery County, MD - 24031700610","2020","8.7%","","(7.3% - 10.5%)","7.3%","10.5%",
"24","Maryland","24031700611","Montgomery County, MD - 24031700611","2020","8.3%","","(6.8% - 10.0%)","6.8%","10.0%",
"24","Maryland","24031700613","Montgomery County, MD - 24031700613","2020","8.1%","","(6.8% - 9.5%)","6.8%","9.5%",
"24","Maryland","24031700614","Montgomery County, MD - 24031700614","2020","12.8%","","(11.1% - 14.8%)","11.1%","14.8%",
"24","Maryland","24031700615","Montgomery County, MD - 24031700615","2020","6.1%","","(5.1% - 7.4%)","5.1%","7.4%",
"24","Maryland","24031700616","Montgomery County, MD - 24031700616","2020","7.2%","","(6.0% - 8.7%)","6.0%","8.7%",
"24","Maryland","24031700704","Montgomery County, MD - 24031700704","2020","15.5%","","(12.7% - 18.5%)","12.7%","18.5%",
"24","Maryland","24031700706","Montgomery County, MD - 24031700706","2020","14.7%","","(12.6% - 17.1%)","12.6%","17.1%",
"24","Maryland","24031700710","Montgomery County, MD - 24031700710","2020","16.6%","","(14.7% - 18.7%)","14.7%","18.7%",
"24","Maryland","24031700711","Montgomery County, MD - 24031700711","2020","11.4%","","(10.1% - 12.8%)","10.1%","12.8%",
"24","Maryland","24031700713","Montgomery County, MD - 24031700713","2020","21.5%","","(18.7% - 24.5%)","18.7%","24.5%",
"24","Maryland","24031700715","Montgomery County, MD - 24031700715","2020","14.5%","","(12.6% - 16.6%)","12.6%","16.6%",
"24","Maryland","24031700716","Montgomery County, MD - 24031700716","2020","13.6%","","(12.1% - 15.2%)","12.1%","15.2%",
"24","Maryland","24031700717","Montgomery County, MD - 24031700717","2020","18.5%","","(15.8% - 21.4%)","15.8%","21.4%",
"24","Maryland","24031700718","Montgomery County, MD - 24031700718","2020","8.5%","","(7.1% - 10.1%)","7.1%","10.1%",
"24","Maryland","24031700719","Montgomery County, MD - 24031700719","2020","23.8%","","(19.8% - 27.7%)","19.8%","27.7%",
"24","Maryland","24031700720","Montgomery County, MD - 24031700720","2020","17.3%","","(14.8% - 19.6%)","14.8%","19.6%",
"24","Maryland","24031700721","Montgomery County, MD - 24031700721","2020","17.4%","","(15.1% - 19.8%)","15.1%","19.8%",
"24","Maryland","24031700722","Montgomery County, MD - 24031700722","2020","14.8%","","(12.6% - 17.3%)","12.6%","17.3%",
"24","Maryland","24031700723","Montgomery County, MD - 24031700723","2020","12.5%","","(10.3% - 14.7%)","10.3%","14.7%",
"24","Maryland","24031700724","Montgomery County, MD - 24031700724","2020","25.2%","","(21.3% - 28.7%)","21.3%","28.7%",
"24","Maryland","24031700810","Montgomery County, MD - 24031700810","2020","12.0%","","(10.4% - 13.8%)","10.4%","13.8%",
"24","Maryland","24031700811","Montgomery County, MD - 24031700811","2020","17.2%","","(15.3% - 19.3%)","15.3%","19.3%",
"24","Maryland","24031700812","Montgomery County, MD - 24031700812","2020","14.9%","","(13.0% - 17.1%)","13.0%","17.1%",
"24","Maryland","24031700813","Montgomery County, MD - 24031700813","2020","15.0%","","(13.0% - 17.3%)","13.0%","17.3%",
"24","Maryland","24031700815","Montgomery County, MD - 24031700815","2020","16.0%","","(14.0% - 18.2%)","14.0%","18.2%",
"24","Maryland","24031700816","Montgomery County, MD - 24031700816","2020","13.7%","","(11.6% - 16.3%)","11.6%","16.3%",
